id,score,text,episode,start_time,end_time,start_frame,end_frame
GQulFI8BYtCDorbFC26p,1.0,那個 我被她拒絕了,2,"00:11:47,915","00:11:50,500",16972,17034
GgulFI8BYtCDorbFC26p,1.0,"對了, 爽世同學說以前組過樂團嗎",2,"00:11:50,501","00:11:53,169",17034,17098
HAulFI8BYtCDorbFC26p,1.0,小燈她有說什麼嗎,2,"00:11:54,380","00:11:56,297",17127,17173
HgulFI8BYtCDorbFC26p,1.0,雖然這樣可能有點太突然了,2,"00:12:10,980","00:12:13,982",17525,17597
HwulFI8BYtCDorbFC26p,1.0,爽世同學,2,"00:12:18,070","00:12:19,112",17695,17720
IQulFI8BYtCDorbFC26p,1.0,可以啊,2,"00:12:21,657","00:12:22,741",17781,17807
IgulFI8BYtCDorbFC26p,1.0,不過可能得從臨場支援開始吧,2,"00:12:24,160","00:12:26,745",17841,17903
IwulFI8BYtCDorbFC26p,1.0,那樣也沒關條,2,"00:12:26,746","00:12:28,079",17903,17935
JgulFI8BYtCDorbFC26p,1.0,小燈拒絕了嗎,2,"00:12:43,554","00:12:45,847",18306,18361
JwulFI8BYtCDorbFC26p,1.0,畢竟那孩子很纖細,2,"00:12:46,682","00:12:48,975",18381,18436
KAulFI8BYtCDorbFC26p,1.0,"太好了, 說不定能組樂團了",2,"00:13:04,575","00:13:08,119",18810,18895
KwulFI8BYtCDorbFC26p,1.0,不過 對不起,2,"00:13:25,596","00:13:28,014",19314,19372
LAulFI8BYtCDorbFC26p,1.0,纖細啊,2,"00:13:29,183","00:13:31,142",19400,19447
MAulFI8BYtCDorbFC26p,1.0,35,2,"00:13:49,119","00:13:49,786",19878,19894
MgulFI8BYtCDorbFC26p,1.0,之前真不好意思,2,"00:14:17,565","00:14:19,107",20560,20597
MwulFI8BYtCDorbFC26p,1.0,硬是想邀請如加入樂團,2,"00:14:19,108","00:14:20,942",20597,20641
NAulFI8BYtCDorbFC26p,1.0,"我不會再邀你了, 放心吧",2,"00:14:21,861","00:14:24,487",20663,20726
NgulFI8BYtCDorbFC26p,1.0,你們聽我說 我找到人了耶,2,"00:14:29,118","00:14:31,870",20837,20903
NwulFI8BYtCDorbFC26p,1.0,好厲害喔,2,"00:14:31,871","00:14:32,996",20903,20930
OgulFI8BYtCDorbFC26p,1.0,好棒喔,2,"00:14:37,543","00:14:38,668",21039,21066
PAulFI8BYtCDorbFC26p,1.0,我下定決心拜託她結果馬上就答應了,2,"00:14:40,504","00:14:44,007",21110,21194
QgulFI8BYtCDorbFC26p,1.0,她媽媽還是個名演員,2,"00:15:17,291","00:15:18,791",21992,22028
QwulFI8BYtCDorbFC26p,1.0,這種超級大小姐會念那種是當然的啊,2,"00:15:18,792","00:15:21,294",22028,22088
SwulFI8BYtCDorbFC26p,1.0,事情都搞砸了,2,"00:15:50,449","00:15:51,824",22787,22820
TAulFI8BYtCDorbFC26p,1.0,真好喝,2,"00:15:56,455","00:15:57,622",22931,22959
UAulFI8BYtCDorbFC26p,1.0,要睦像那樣騙人大概也做不來吧,2,"00:16:12,763","00:16:15,598",23322,23390
UwulFI8BYtCDorbFC26p,1.0,爽世同學,2,"00:16:51,343","00:16:52,593",24247,24277
VQulFI8BYtCDorbFC26p,1.0,"你看, 你又對我講敬語了",2,"00:16:56,098","00:16:58,391",24361,24416
VwulFI8BYtCDorbFC26p,1.0,愛音想喝什麼?,2,"00:17:01,937","00:17:03,187",24501,24531
WAulFI8BYtCDorbFC26p,1.0,就喝你推薦的吧,2,"00:17:03,188","00:17:04,522",24531,24563
WgulFI8BYtCDorbFC26p,1.0,今天要不要喝大吉嶺?,2,"00:17:06,483","00:17:08,109",24610,24649
XAulFI8BYtCDorbFC26p,1.0,兩杯熱的大吉嶺,2,"00:17:10,112","00:17:13,114",24697,24769
XQulFI8BYtCDorbFC26p,1.0,今天是來討論樂團的事的吧?,2,"00:17:14,825","00:17:17,493",24810,24874
XgulFI8BYtCDorbFC26p,1.0,因為需要考慮樂器的構成,2,"00:17:18,078","00:17:20,079",24888,24936
YAulFI8BYtCDorbFC26p,1.0,"貝斯手是我吧, 然後吉他手是愛音",2,"00:17:22,458","00:17:25,960",24993,25077
YgulFI8BYtCDorbFC26p,1.0,然後還需要鍵盤手,2,"00:17:28,797","00:17:30,923",25145,25196
YwulFI8BYtCDorbFC26p,1.0,鼓手我心種倒是有個人選,2,"00:17:32,009","00:17:35,261",25222,25300
ZQulFI8BYtCDorbFC26p,1.0,立希要不要一起參加?,2,"00:17:39,266","00:17:40,892",25396,25435
ZgulFI8BYtCDorbFC26p,1.0,我不參加,2,"00:17:41,351","00:17:42,060",25446,25463
ZwulFI8BYtCDorbFC26p,1.0,為什麼?,2,"00:17:42,061","00:17:42,977",25463,25485
aAulFI8BYtCDorbFC26p,1.0,"爽世同學, 不用找這個人啦",2,"00:17:43,562","00:17:45,938",25499,25556
awulFI8BYtCDorbFC26p,1.0,燈現在很受傷,2,"00:17:53,280","00:17:54,906",25732,25771
bAulFI8BYtCDorbFC26p,1.0,我們大家都很受傷,2,"00:17:57,910","00:18:00,286",25843,25900
bgulFI8BYtCDorbFC26p,1.0,爽世同學,2,"00:18:12,841","00:18:14,133",26201,26232
cgulFI8BYtCDorbFC26p,1.0,雖然畫質不太清楚,2,"00:18:31,443","00:18:33,069",26647,26686
cwulFI8BYtCDorbFC26p,1.0,大家都準備好了嗎,2,"00:18:34,530","00:18:36,823",26721,26776
dQulFI8BYtCDorbFC26p,1.0,再稍微往左一點,2,"00:18:40,536","00:18:42,286",26865,26907
dgulFI8BYtCDorbFC26p,1.0,要抱著站在正中央的感覺才行,2,"00:18:42,287","00:18:44,539",26907,26961
eQulFI8BYtCDorbFC26p,1.0,小燈呢?,2,"00:18:50,671","00:18:51,838",27108,27136
egulFI8BYtCDorbFC26p,1.0,你還好嗎,2,"00:18:53,507","00:18:55,299",27176,27219
fgulFI8BYtCDorbFC26p,1.0,傳達出去,2,"00:19:04,226","00:19:05,601",27433,27466
fwulFI8BYtCDorbFC26p,1.0,要是唱錯再重拍一次就好了,2,"00:19:06,979","00:19:08,855",27499,27544
gQulFI8BYtCDorbFC26p,1.0,我們要唱的歌是 春日影,2,"00:19:24,288","00:19:26,998",27914,27979
hwulFI8BYtCDorbFC26p,1.0,但農層七夕所在的八月上旬最適合觀賞,2,"00:20:16,089","00:20:19,842",29156,29246
iQulFI8BYtCDorbFC26p,1.0,各位觀眾還喜歡這次的影片嗎,2,"00:20:35,525","00:20:37,777",29622,29676
igulFI8BYtCDorbFC26p,1.0,由於場內有階梯落差...,2,"00:20:38,320","00:20:40,988",29689,29753
iwulFI8BYtCDorbFC26p,1.0,(現在能見個面嗎),2,"00:20:48,664","00:20:49,622",29937,29960
jgulFI8BYtCDorbFC26p,1.0,先坐下來吧,2,"00:21:22,197","00:21:23,739",30741,30778
jwulFI8BYtCDorbFC26p,1.0,我從爽世同學那聽說CRYCHIC的事了,2,"00:21:27,911","00:21:31,580",30878,30966
lwulFI8BYtCDorbFC26p,1.0,我從以前,3,"00:01:45,647","00:01:47,106",2532,2567
mAulFI8BYtCDorbFC26p,1.0,"小燈, 你在做什麼呢?",3,"00:01:50,527","00:01:53,278",2649,2715
mwulFI8BYtCDorbFC26p,1.0,小燈想在教室裡玩,3,"00:02:04,165","00:02:06,959",2976,3043
ngulFI8BYtCDorbFC26p,1.0,美緒也好喜歡,3,"00:02:17,428","00:02:19,221",3294,3337
oAulFI8BYtCDorbFC26p,1.0,我家孩子喜歡收集小小圓圓的東西,3,"00:02:24,227","00:02:27,813",3457,3543
ogulFI8BYtCDorbFC26p,1.0,"不, 實在是非常抱歉",3,"00:02:30,942","00:02:33,193",3618,3672
pgulFI8BYtCDorbFC26p,1.0,媽媽也會覺得討厭啊,3,"00:02:48,501","00:02:50,252",4039,4081
pwulFI8BYtCDorbFC26p,1.0,(為了不讓自己偏離這世界),3,"00:02:53,089","00:02:56,091",4149,4221
qQulFI8BYtCDorbFC26p,1.0,"那我要先睡了, 幫我把門鎖上吧",3,"00:03:03,516","00:03:06,393",4399,4468
rQulFI8BYtCDorbFC26p,1.0,我哭得亂七八糟的,3,"00:03:24,329","00:03:26,997",4898,4962
rgulFI8BYtCDorbFC26p,1.0,小燈也有看昨天的連續劇嗎?,3,"00:03:31,169","00:03:33,378",5062,5115
sAulFI8BYtCDorbFC26p,1.0,"對了, 若葉超好笑的對不對",3,"00:03:40,553","00:03:42,888",5287,5343
tAulFI8BYtCDorbFC26p,1.0,但是你不可以死,3,"00:04:07,205","00:04:08,956",5926,5968
tgulFI8BYtCDorbFC26p,1.0,花跟生命哪個比較重要?,3,"00:04:15,546","00:04:18,423",6126,6195
uAulFI8BYtCDorbFC26p,1.0,因為是凋落的花,3,"00:04:23,888","00:04:25,681",6326,6369
uQulFI8BYtCDorbFC26p,1.0,所以應該已經死掉了,3,"00:04:25,682","00:04:27,057",6369,6402
ugulFI8BYtCDorbFC26p,1.0,原來是我會錯意了,3,"00:04:31,062","00:04:33,355",6498,6553
vAulFI8BYtCDorbFC26p,1.0,等一下,3,"00:04:36,109","00:04:37,985",6619,6664
vQulFI8BYtCDorbFC26p,1.0,這個筆記本,3,"00:04:45,159","00:04:46,660",6836,6872
wAulFI8BYtCDorbFC26p,1.0,竟然有這麼多,3,"00:04:55,086","00:04:56,837",7074,7116
wgulFI8BYtCDorbFC26p,1.0,真讓人懷念,3,"00:04:59,716","00:05:01,550",7185,7229
xQulFI8BYtCDorbFC26p,1.0,這些是你寫的嗎,3,"00:05:08,599","00:05:11,476",7398,7467
xwulFI8BYtCDorbFC26p,1.0,這些是歌詞嗎,3,"00:05:17,900","00:05:19,401",7621,7657
yAulFI8BYtCDorbFC26p,1.0,請問這裡是,3,"00:05:21,446","00:05:24,531",7706,7780
yQulFI8BYtCDorbFC26p,1.0,這裡是我家,3,"00:05:24,532","00:05:26,366",7780,7824
zQulFI8BYtCDorbFC26p,1.0,好想前往這裡之外的某個地方,3,"00:05:53,978","00:05:59,816",8486,8626
1AulFI8BYtCDorbFC26p,1.0,世界搖搖晃晃,3,"00:06:28,721","00:06:32,974",9319,9421
1QulFI8BYtCDorbFC26p,1.0,就連鞋帶也鬆開了,3,"00:06:32,975","00:06:39,481",9421,9577
2AulFI8BYtCDorbFC26p,1.0,明明想和大家一樣活著,3,"00:06:51,828","00:06:57,999",9873,10021
2gulFI8BYtCDorbFC26p,1.0,我還沒做自我介紹呢,3,"00:07:10,930","00:07:12,556",10331,10370
2wulFI8BYtCDorbFC26p,1.0,我叫豐川祥子,3,"00:07:12,557","00:07:15,517",10370,10441
3QulFI8BYtCDorbFC26p,1.0,你要不要和我一起組樂團呢?,3,"00:07:21,232","00:07:24,109",10578,10647
3gulFI8BYtCDorbFC26p,1.0,小燈家是在月之森的後面吧,3,"00:07:31,534","00:07:35,203",10825,10913
4AulFI8BYtCDorbFC26p,1.0,爽世同學是負責貝斯的,3,"00:07:38,458","00:07:40,667",10991,11044
4QulFI8BYtCDorbFC26p,1.0,她在管樂社演奏低音提琴,3,"00:07:40,668","00:07:42,752",11044,11094
4wulFI8BYtCDorbFC26p,1.0,她的演奏水準非常出色,3,"00:07:44,881","00:07:46,756",11145,11190
5AulFI8BYtCDorbFC26p,1.0,所以我才決定邀請她,3,"00:07:46,757","00:07:47,966",11190,11219
5wulFI8BYtCDorbFC26p,1.0,她從小就有在彈吉他,3,"00:07:51,929","00:07:54,890",11314,11385
6wulFI8BYtCDorbFC26p,1.0,睦是我的兒時玩伴,3,"00:08:02,148","00:08:04,316",11559,11611
7AulFI8BYtCDorbFC26p,1.0,爽世同學雖然和我同年級,3,"00:08:04,317","00:08:06,818",11611,11671
8AulFI8BYtCDorbFC26p,1.0,椎名立希同學?,3,"00:08:16,954","00:08:19,080",11914,11965
8gulFI8BYtCDorbFC26p,1.0,麻煩你了,3,"00:08:30,551","00:08:31,801",12240,12270
9AulFI8BYtCDorbFC26p,1.0,我叫椎名,3,"00:08:40,394","00:08:41,478",12476,12502
9gulFI8BYtCDorbFC26p,1.0,她以前擔任管樂社的社長時,3,"00:08:44,440","00:08:46,733",12573,12628
-AulFI8BYtCDorbFC26p,1.0,還在競賽中獲得過第一名呢,3,"00:08:48,986","00:08:50,654",12682,12722
-QulFI8BYtCDorbFC26p,1.0,我也是因為這點才邀請她的,3,"00:08:50,655","00:08:53,782",12722,12797
-gulFI8BYtCDorbFC26p,1.0,那些跟現在有關條嗎,3,"00:08:53,783","00:08:55,534",12797,12839
-wulFI8BYtCDorbFC26p,1.0,是沒關條沒錯,3,"00:08:56,661","00:08:58,161",12866,12902
_AulFI8BYtCDorbFC26p,1.0,我在這裡再次感謝大家今天願意參加集會,3,"00:09:01,499","00:09:06,044",12982,13091
_gulFI8BYtCDorbFC26p,1.0,從今以後我們就是樂團,3,"00:09:10,174","00:09:12,551",13190,13247
AQulFI8BYtCDorbFC2-p,1.0,要演奏什麼音樂?,3,"00:09:18,307","00:09:20,183",13385,13430
AgulFI8BYtCDorbFC2-p,1.0,講話了,3,"00:09:20,184","00:09:21,101",13430,13452
AwulFI8BYtCDorbFC2-p,1.0,這問題問得好,3,"00:09:21,102","00:09:22,686",13452,13490
DAulFI8BYtCDorbFC2-p,1.0,真是太好了,3,"00:09:42,582","00:09:44,040",13967,14002
DQulFI8BYtCDorbFC2-p,1.0,那隱藏在優雅之中的堅毅,3,"00:09:44,041","00:09:46,876",14002,14070
EgulFI8BYtCDorbFC2-p,1.0,我們都還沒有一起試音過,3,"00:09:56,762","00:09:58,597",14307,14351
EwulFI8BYtCDorbFC2-p,1.0,理想不會放得太高了嗎,3,"00:09:58,598","00:10:00,056",14351,14386
FQulFI8BYtCDorbFC2-p,1.0,而這位燈同學更是作詞的天才,3,"00:10:02,977","00:10:05,979",14456,14528
GgulFI8BYtCDorbFC2-p,1.0,讓您久等了,3,"00:10:30,171","00:10:31,755",15108,15146
HQulFI8BYtCDorbFC2-p,1.0,覺得怎麼樣?,3,"00:10:39,597","00:10:40,597",15334,15358
HwulFI8BYtCDorbFC2-p,1.0,我從來沒有寫過歌詞,3,"00:10:42,141","00:10:43,975",15395,15439
IQulFI8BYtCDorbFC2-p,1.0,在燈同學家裡頭,3,"00:10:46,354","00:10:47,896",15496,15533
IgulFI8BYtCDorbFC2-p,1.0,有很多寫滿了歌詞的筆記本,3,"00:10:47,897","00:10:50,649",15533,15599
JAulFI8BYtCDorbFC2-p,1.0,等一下會在錄音室放給你們聽,3,"00:10:55,154","00:10:57,238",15707,15757
JgulFI8BYtCDorbFC2-p,1.0,錄音室?,3,"00:10:58,741","00:11:00,158",15793,15827
JwulFI8BYtCDorbFC2-p,1.0,CIRCLE 的預約已經滿了啊,3,"00:11:02,662","00:11:05,372",15887,15952
KwulFI8BYtCDorbFC2-p,1.0,說不定能遇見 MONICA 的成員呀,3,"00:11:11,962","00:11:14,047",16110,16160
LQulFI8BYtCDorbFC2-p,1.0,我還以為祥子也會想見她們昵,3,"00:11:16,509","00:11:19,427",16219,16289
LgulFI8BYtCDorbFC2-p,1.0,幹嘛站著發楞,3,"00:11:19,428","00:11:20,845",16289,16323
MAulFI8BYtCDorbFC2-p,1.0,因為燈同學是主唱啊,3,"00:11:26,352","00:11:28,395",16455,16504
MQulFI8BYtCDorbFC2-p,1.0,我來為你準備麥克風,3,"00:11:34,026","00:11:36,361",16639,16695
MgulFI8BYtCDorbFC2-p,1.0,由我... 來唱嗎,3,"00:11:41,617","00:11:45,078",16821,16904
MwulFI8BYtCDorbFC2-p,1.0,"燈, 你真的沒辦法唱嗎",3,"00:11:46,747","00:11:49,582",16944,17012
NAulFI8BYtCDorbFC2-p,1.0,是有什麼原因嗎,3,"00:11:49,583","00:11:51,334",17012,17054
NwulFI8BYtCDorbFC2-p,1.0,"小燈, 你不需要太勉強自己喔",3,"00:12:00,094","00:12:02,846",17264,17330
OgulFI8BYtCDorbFC2-p,1.0,當然是由本人來唱比較好啊,3,"00:12:14,942","00:12:17,569",17620,17683
PAulFI8BYtCDorbFC2-p,1.0,我好想! 成為人類啊!,3,"00:12:24,118","00:12:27,996",17840,17933
PQulFI8BYtCDorbFC2-p,1.0,在這種想怎麼叫都沒問題,3,"00:12:31,917","00:12:34,335",18027,18085
PwulFI8BYtCDorbFC2-p,1.0,好想成為人類...,3,"00:12:40,968","00:12:43,678",18244,18309
QgulFI8BYtCDorbFC2-p,1.0,已經算跨出一大步了喔,3,"00:12:49,810","00:12:51,311",18456,18492
RQulFI8BYtCDorbFC2-p,1.0,卡拉 OK 啊,3,"00:13:02,782","00:13:04,032",18767,18797
RgulFI8BYtCDorbFC2-p,1.0,難道你是第一次來嗎,3,"00:13:04,033","00:13:05,658",18797,18836
RwulFI8BYtCDorbFC2-p,1.0,以前時有耳間,3,"00:13:05,659","00:13:07,327",18836,18876
SAulFI8BYtCDorbFC2-p,1.0,我家裡有,3,"00:13:07,328","00:13:08,286",18876,18899
SwulFI8BYtCDorbFC2-p,1.0,快點辦理進場吧,3,"00:13:12,917","00:13:14,709",19010,19053
TAulFI8BYtCDorbFC2-p,1.0,這種有各式各樣的飲料呢,3,"00:13:18,964","00:13:21,299",19155,19211
TwulFI8BYtCDorbFC2-p,1.0,也不是這樣,3,"00:13:25,387","00:13:27,013",19309,19348
UQulFI8BYtCDorbFC2-p,1.0,燈你是怎麼讓飲料出來的,3,"00:13:32,937","00:13:35,146",19490,19543
WAulFI8BYtCDorbFC2-p,1.0,我們都還沒開始唱耶,3,"00:13:51,413","00:13:53,498",19933,19983
WwulFI8BYtCDorbFC2-p,1.0,不是要讓燈練習唱歌嗎,3,"00:13:59,630","00:14:01,381",20130,20172
XAulFI8BYtCDorbFC2-p,1.0,她也會緊張吧,3,"00:14:04,260","00:14:05,927",20241,20281
YgulFI8BYtCDorbFC2-p,1.0,我想試著把過程錄下來,3,"00:14:19,191","00:14:21,359",20599,20651
YwulFI8BYtCDorbFC2-p,1.0,你可以點喜歡的歌喔,3,"00:14:21,360","00:14:23,236",20651,20696
ZQulFI8BYtCDorbFC2-p,1.0,我?,3,"00:14:24,488","00:14:25,989",20726,20762
ZwulFI8BYtCDorbFC2-p,1.0,我沒聽過這首歌,3,"00:14:27,616","00:14:28,992",20801,20834
aAulFI8BYtCDorbFC2-p,1.0,雖然目前還很微弱,3,"00:14:28,993","00:14:34,205",20834,20959
bQulFI8BYtCDorbFC2-p,1.0,這邊按搜尋就會列出歌曲,3,"00:14:47,052","00:14:49,429",21267,21324
bgulFI8BYtCDorbFC2-p,1.0,(溫柔地攜我同行),3,"00:14:49,430","00:14:51,306",21324,21369
cgulFI8BYtCDorbFC2-p,1.0,唱得很棒喔,3,"00:14:58,105","00:15:00,106",21532,21580
cwulFI8BYtCDorbFC2-p,1.0,小睦在笑耶,3,"00:15:03,110","00:15:05,111",21652,21700
dAulFI8BYtCDorbFC2-p,1.0,睦也是會笑的啊,3,"00:15:05,112","00:15:06,946",21700,21744
dgulFI8BYtCDorbFC2-p,1.0,燈笑起來好可愛喔,3,"00:15:08,991","00:15:12,118",21793,21868
eAulFI8BYtCDorbFC2-p,1.0,這是我第一次寫歌詞,3,"00:15:21,003","00:15:23,421",22081,22139
eQulFI8BYtCDorbFC2-p,1.0,那之前那些呢,3,"00:15:23,422","00:15:24,672",22139,22169
ewulFI8BYtCDorbFC2-p,1.0,我看得出來這是...,3,"00:15:25,507","00:15:28,551",22189,22262
gAulFI8BYtCDorbFC2-p,1.0,那當然,3,"00:15:45,694","00:15:46,861",22673,22701
gQulFI8BYtCDorbFC2-p,1.0,我會寫出一首配得上燈的歌詞的曲子,3,"00:15:47,529","00:15:50,740",22717,22794
gwulFI8BYtCDorbFC2-p,1.0,我在這世界孤獨一人,3,"00:16:11,011","00:16:17,558",23280,23437
hgulFI8BYtCDorbFC2-p,1.0,"在一片黑暗中, 單向往前走著",3,"00:16:29,655","00:16:33,324",23727,23815
hwulFI8BYtCDorbFC2-q,1.0,我只能不斷胡亂寫著,3,"00:16:33,325","00:16:39,789",23815,23970
iQulFI8BYtCDorbFC2-q,1.0,知依然不斷尋求救贖,3,"00:16:47,256","00:16:51,509",24149,24251
jgulFI8BYtCDorbFC2-q,1.0,穿過層層雲朵 變得閃閃發光,3,"00:17:14,158","00:17:17,660",24794,24878
jwulFI8BYtCDorbFC2-q,1.0,內心的思緒滿溢而出,3,"00:17:17,661","00:17:21,789",24878,24977
kQulFI8BYtCDorbFC2-q,1.0,熱淚沾濕了我的臉龐,3,"00:17:25,294","00:17:28,713",25061,25143
lAulFI8BYtCDorbFC2-q,1.0,請你從此再也不要放手,3,"00:17:37,973","00:17:46,189",25365,25562
lQulFI8BYtCDorbFC2-q,1.0,"燈, 燈, 你沒事吧?",3,"00:17:56,658","00:17:59,494",25813,25881
lgulFI8BYtCDorbFC2-q,1.0,你真是...,3,"00:18:01,663","00:18:03,331",25933,25973
lwulFI8BYtCDorbFC2-q,1.0,太棒了,3,"00:18:05,334","00:18:06,959",26021,26060
mAulFI8BYtCDorbFC2-q,1.0,CRYCHIC 真是太棒了,3,"00:18:06,960","00:18:08,836",26060,26105
mQulFI8BYtCDorbFC2-q,1.0,讓人說不出話來了,3,"00:18:08,837","00:18:10,630",26105,26148
mgulFI8BYtCDorbFC2-q,1.0,演唱會...,3,"00:18:10,631","00:18:11,881",26148,26178
mwulFI8BYtCDorbFC2-q,1.0,我有好好唱完嗎,3,"00:18:12,257","00:18:14,634",26187,26244
nAulFI8BYtCDorbFC2-q,1.0,"我唱得太入神了, 已經不記得了",3,"00:18:15,260","00:18:18,513",26259,26337
nQulFI8BYtCDorbFC2-q,1.0,你說什麼?,3,"00:18:18,889","00:18:20,014",26346,26373
ngulFI8BYtCDorbFC2-q,1.0,什麼跟什麼啊,3,"00:18:20,891","00:18:22,809",26394,26440
pwulFI8BYtCDorbFC2-q,1.0,我看看,3,"00:18:48,377","00:18:49,168",27053,27072
qgulFI8BYtCDorbFC2-q,1.0,還有人說眼淚停不下來呢,3,"00:18:57,177","00:19:00,012",27264,27332
rAulFI8BYtCDorbFC2-q,1.0,這傢伙根本什麼也不懂,3,"00:19:05,394","00:19:06,978",27461,27499
rwulFI8BYtCDorbFC2-q,1.0,不過大多數的人都在誇獎我們喔,3,"00:19:11,483","00:19:14,527",27607,27680
sQulFI8BYtCDorbFC2-q,1.0,小祥,3,"00:19:50,939","00:19:52,106",28553,28581
sgulFI8BYtCDorbFC2-q,1.0,"太好了, 你終於來了",3,"00:19:52,107","00:19:54,150",28581,28630
tAulFI8BYtCDorbFC2-q,1.0,傳訊息也都沒有回,3,"00:19:55,485","00:19:57,570",28662,28712
tQulFI8BYtCDorbFC2-q,1.0,我今天是來講一件事的,3,"00:19:59,364","00:20:01,449",28755,28805
tgulFI8BYtCDorbFC2-q,1.0,我要退出 CRYCHIC,3,"00:20:03,493","00:20:06,954",28854,28937
uQulFI8BYtCDorbFC2-q,1.0,尤其燈你才是最該多練習的人,3,"00:20:11,877","00:20:14,420",29055,29116
ugulFI8BYtCDorbFC2-q,1.0,但你剛剛都在做什麼?,3,"00:20:14,421","00:20:16,547",29116,29167
uwulFI8BYtCDorbFC2-q,1.0,燈就是在等你來啊,3,"00:20:17,049","00:20:19,508",29179,29238
vAulFI8BYtCDorbFC2-q,1.0,等一下,3,"00:20:19,509","00:20:20,593",29238,29264
vQulFI8BYtCDorbFC2-q,1.0,"先冷靜下來談談吧, 好嗎",3,"00:20:20,594","00:20:23,179",29264,29326
vgulFI8BYtCDorbFC2-q,1.0,大家都一起開心玩樂團這麼久了,3,"00:20:23,180","00:20:25,723",29326,29387
wQulFI8BYtCDorbFC2-q,1.0,今天有辦法來錄音室嗎,3,"00:20:49,122","00:20:51,290",29948,30000
wgulFI8BYtCDorbFC2-q,1.0,我們大家都在等小燈過來喔),3,"00:20:51,291","00:20:53,668",30000,30057
wwulFI8BYtCDorbFC2-q,1.0,為什麼就只有我流不出眼淚呢,3,"00:21:04,471","00:21:08,808",30316,30420
xQulFI8BYtCDorbFC2-q,1.0,還是我身上少了什麼東西呢,3,"00:21:12,729","00:21:15,147",30514,30572
yAulFI8BYtCDorbFC2-q,1.0,我想像大家一樣,3,"00:21:24,866","00:21:26,325",30805,30840
yQulFI8BYtCDorbFC2-q,1.0,擁有能讓我流下眼淚的重要事物,3,"00:21:26,785","00:21:29,620",30851,30919
ywulFI8BYtCDorbFC2-q,1.0,就是CRYCHIC了,3,"00:21:47,723","00:21:49,557",31353,31397
zQulFI8BYtCDorbFC2-q,1.0,怎麼這麼問?,4,"00:00:06,089","00:00:07,172",145,171
zgulFI8BYtCDorbFC2-q,1.0,因為春日影是一首好歌,4,"00:00:07,507","00:00:10,175",179,243
0QulFI8BYtCDorbFC2-q,1.0,能感覺到小燈很慶幸能組樂團的心情,4,"00:00:17,600","00:00:22,021",421,527
1QulFI8BYtCDorbFC2-q,1.0,有錯的是那個突然退出的女生吧,4,"00:00:38,204","00:00:41,040",915,983
1gulFI8BYtCDorbFC2-q,1.0,她也沒告訴你們原因啊,4,"00:00:41,041","00:00:42,875",983,1027
2AulFI8BYtCDorbFC2-q,1.0,小燈和其他人才會那麼受傷,4,"00:00:44,502","00:00:46,628",1066,1117
2gulFI8BYtCDorbFC2-q,1.0,這不是任何人的錯,4,"00:00:52,677","00:00:55,012",1262,1318
3wulFI8BYtCDorbFC2-q,1.0,小燈,4,"00:01:19,829","00:01:21,038",1913,1942
4AulFI8BYtCDorbFC2-q,1.0,謝謝你,4,"00:02:57,010","00:02:58,051",4243,4268
4gulFI8BYtCDorbFC2-q,1.0,我才能在那麼久之後又和小燈講到話,4,"00:03:01,598","00:03:04,183",4353,4415
5AulFI8BYtCDorbFC2-q,1.0,不曉得大家是怎麼想的,4,"00:03:15,695","00:03:18,780",4691,4765
6QulFI8BYtCDorbFC2-q,1.0,在羽丘?,4,"00:03:30,877","00:03:32,127",5055,5085
6gulFI8BYtCDorbFC2-q,1.0,愛音同學?,4,"00:04:42,407","00:04:43,573",6770,6798
7AulFI8BYtCDorbFC2-q,1.0,長崎...,4,"00:04:51,541","00:04:52,874",6989,7021
7wulFI8BYtCDorbFC2-q,1.0,最好說出來比較好喔,4,"00:05:43,718","00:05:45,552",8240,8284
8gulFI8BYtCDorbFC2-q,1.0,"拜託你, 我想和你談談",4,"00:06:42,485","00:06:44,486",9649,9697
8wulFI8BYtCDorbFC2-q,1.0,我一直在找你啊,4,"00:06:46,489","00:06:48,323",9745,9789
9AulFI8BYtCDorbFC2-q,1.0,你為什麼要轉學?,4,"00:06:54,705","00:06:56,873",9942,9994
9gulFI8BYtCDorbFC2-q,1.0,和那無關,4,"00:07:01,754","00:07:03,630",10111,10156
9wulFI8BYtCDorbFC2-q,1.0,不要再和我扯上關條了,4,"00:07:03,631","00:07:06,341",10156,10221
-gulFI8BYtCDorbFC2-q,1.0,可是不解決這件事,4,"00:07:42,587","00:07:44,546",11090,11137
_QulFI8BYtCDorbFC2-q,1.0,來 開始溝通吧,4,"00:07:54,070","00:07:55,648",11366,11404
_wulFI8BYtCDorbFC2-q,1.0,等一下,4,"00:07:58,101","00:07:59,395",11462,11493
AAulFI8BYtCDorbFC3Cq,1.0,讓我重新整理一下,4,"00:07:59,395","00:08:01,271",11493,11538
AQulFI8BYtCDorbFC3Cq,1.0,是愛音帶小燈過來這裡的嗎,4,"00:08:02,982","00:08:06,359",11579,11660
AwulFI8BYtCDorbFC3Cq,1.0,是嗎 謝謝你,4,"00:08:20,960","00:08:23,460",12011,12070
BAulFI8BYtCDorbFC3Cq,1.0,也謝謝小燈願意過來,4,"00:08:23,461","00:08:25,879",12070,12128
BwulFI8BYtCDorbFC3Cq,1.0,在那之後,4,"00:08:39,519","00:08:40,560",12455,12480
